,groupId,groupName,timestamp_x,logoPath,userId,userInGroup,active,admin,superadmin,grouprequest,commonUser
0,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,3.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,4.0,1.0,1.0,1.0,1.0,0.0,0.0
3,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,5.0,1.0,1.0,0.0,0.0,0.0,0.0
4,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,6.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,7.0,1.0,1.0,0.0,0.0,0.0,0.0
6,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,8.0,1.0,1.0,0.0,0.0,0.0,0.0
7,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,9.0,1.0,1.0,0.0,0.0,0.0,0.0
8,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,10.0,1.0,1.0,0.0,0.0,0.0,0.0
9,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,11.0,1.0,1.0,1.0,0.0,0.0,0.0
10,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,12.0,1.0,1.0,0.0,0.0,0.0,0.0
11,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,13.0,1.0,0.0,0.0,0.0,0.0,0.0
12,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,14.0,1.0,1.0,0.0,0.0,0.0,0.0
13,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,15.0,1.0,1.0,0.0,0.0,0.0,0.0
14,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,16.0,1.0,1.0,0.0,0.0,0.0,0.0
15,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,17.0,1.0,1.0,0.0,0.0,0.0,0.0
16,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,18.0,1.0,1.0,0.0,0.0,0.0,0.0
17,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,26.0,1.0,1.0,0.0,0.0,0.0,0.0
18,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,27.0,1.0,0.0,0.0,0.0,0.0,0.0
19,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,28.0,1.0,0.0,0.0,0.0,0.0,0.0
20,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,30.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,31.0,1.0,0.0,0.0,0.0,0.0,0.0
22,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,32.0,1.0,0.0,0.0,0.0,0.0,0.0
23,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,34.0,1.0,0.0,0.0,0.0,0.0,0.0
24,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,35.0,1.0,0.0,0.0,0.0,0.0,0.0
25,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,36.0,1.0,0.0,0.0,0.0,0.0,0.0
26,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,37.0,1.0,0.0,0.0,0.0,0.0,0.0
27,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,39.0,1.0,0.0,0.0,0.0,0.0,0.0
28,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,40.0,1.0,0.0,0.0,0.0,0.0,0.0
29,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,41.0,1.0,0.0,0.0,0.0,0.0,0.0
30,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,42.0,1.0,0.0,0.0,0.0,0.0,0.0
31,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,43.0,1.0,0.0,0.0,0.0,0.0,0.0
32,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,44.0,1.0,0.0,0.0,0.0,0.0,0.0
33,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,45.0,1.0,0.0,0.0,0.0,0.0,0.0
34,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,46.0,1.0,0.0,0.0,0.0,0.0,0.0
35,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,47.0,1.0,0.0,0.0,0.0,0.0,0.0
36,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,48.0,1.0,0.0,0.0,0.0,0.0,0.0
37,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,49.0,1.0,0.0,0.0,0.0,0.0,0.0
38,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,50.0,1.0,0.0,0.0,0.0,0.0,0.0
39,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,51.0,1.0,0.0,0.0,0.0,0.0,0.0
40,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,52.0,1.0,0.0,0.0,0.0,0.0,0.0
41,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,53.0,1.0,0.0,0.0,0.0,0.0,0.0
42,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,55.0,1.0,0.0,0.0,0.0,0.0,0.0
43,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,56.0,1.0,1.0,0.0,0.0,0.0,0.0
44,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,57.0,1.0,1.0,0.0,0.0,0.0,0.0
45,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,58.0,1.0,0.0,0.0,0.0,0.0,0.0
46,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,59.0,1.0,0.0,0.0,0.0,0.0,0.0
47,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,60.0,1.0,1.0,0.0,0.0,0.0,0.0
48,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,102.0,1.0,0.0,0.0,0.0,0.0,0.0
49,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,107.0,0.0,0.0,0.0,0.0,0.0,1.0
50,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,466.0,1.0,1.0,1.0,0.0,0.0,0.0
51,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,476.0,1.0,0.0,0.0,0.0,0.0,0.0
52,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,492.0,1.0,1.0,0.0,0.0,0.0,0.0
53,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,553.0,1.0,1.0,0.0,0.0,0.0,0.0
54,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,572.0,1.0,1.0,1.0,0.0,0.0,0.0
55,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,574.0,1.0,1.0,0.0,0.0,0.0,0.0
56,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,575.0,1.0,1.0,0.0,0.0,0.0,0.0
57,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,576.0,1.0,1.0,0.0,0.0,0.0,0.0
58,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,603.0,1.0,1.0,0.0,0.0,0.0,0.0
59,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,618.0,1.0,1.0,1.0,0.0,0.0,0.0
60,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,649.0,1.0,1.0,0.0,0.0,0.0,0.0
61,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,660.0,1.0,1.0,0.0,0.0,0.0,0.0
62,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,670.0,1.0,1.0,0.0,0.0,0.0,0.0
63,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,737.0,1.0,1.0,0.0,0.0,0.0,0.0
64,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,785.0,1.0,1.0,0.0,0.0,0.0,0.0
65,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,802.0,1.0,0.0,0.0,0.0,0.0,0.0
66,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,803.0,1.0,0.0,0.0,0.0,0.0,0.0
67,1,it.gruppen,2021-02-26 00:00:00,/static/images/group_logo/it-logo.png,804.0,1.0,0.0,0.0,0.0,0.0,0.0
68,2,K7 Minutter,2021-02-26 00:00:00,/static/images/group_logo/logoK7minutter.jpg,11.0,1.0,1.0,1.0,0.0,0.0,0.0
69,2,K7 Minutter,2021-02-26 00:00:00,/static/images/group_logo/logoK7minutter.jpg,12.0,1.0,1.0,0.0,0.0,0.0,0.0
70,2,K7 Minutter,2021-02-26 00:00:00,/static/images/group_logo/logoK7minutter.jpg,60.0,1.0,1.0,0.0,0.0,0.0,0.0
71,2,K7 Minutter,2021-02-26 00:00:00,/static/images/group_logo/logoK7minutter.jpg,63.0,1.0,1.0,0.0,0.0,0.0,0.0
72,2,K7 Minutter,2021-02-26 00:00:00,/static/images/group_logo/logoK7minutter.jpg,75.0,1.0,1.0,0.0,0.0,0.0,0.0
73,2,K7 Minutter,2021-02-26 00:00:00,/static/images/group_logo/logoK7minutter.jpg,97.0,1.0,1.0,0.0,0.0,0.0,0.0
